customer_id,signup_date,last_active_date,subscription_plan,monthly_spend,support_tickets,logins_last_30_days,feature_usage_score,industry,team_size,is_churned
CUST101414,2022-04-04,2024-04-06,Pro,66.65,1,13,0.13,Healthcare,15,False
CUST101415,2023-05-30,2024-04-10,Enterprise,1305.5,2,6,0.15,Finance,380,False
CUST101416,2023-03-18,2024-04-08,Basic,22.66,2,11,0.07,Finance,4,False
CUST101417,2024-02-11,2024-04-03,Basic,17.19,6,13,0.18,Real Estate,4,False
CUST101418,2024-02-05,2024-04-27,Basic,26.7,6,11,0.06,E-commerce,4,False
CUST101419,2023-08-11,2024-04-16,Enterprise,1740.09,2,8,0.1,Real Estate,393,False
CUST101420,2022-02-11,2024-04-25,Basic,17.59,2,7,0.28,Finance,5,False
CUST101421,2022-10-27,2024-04-08,Pro,62.44,3,8,0.15,SaaS,14,False
CUST101422,2021-07-14,2024-04-21,Basic,18.02,0,10,0.19,Finance,3,False
CUST101423,2024-02-07,2024-04-02,Basic,22.71,2,12,0.02,E-commerce,2,False
CUST101424,2023-06-22,2024-04-30,Enterprise,609.54,1,11,0.27,SaaS,135,False
CUST101425,2021-05-14,2021-07-30,Enterprise,749.12,1,18,0.28,Education,194,True
CUST101426,2022-07-10,2024-04-20,Basic,17.84,4,11,0.51,Education,5,False
CUST101427,2024-03-03,2024-04-30,Enterprise,2274.87,0,10,0.36,E-commerce,443,True
CUST101428,2023-08-25,2024-04-30,Pro,67.3,1,14,0.13,Real Estate,13,True
CUST101429,2021-06-17,2024-04-19,Enterprise,202.7,4,7,0.4,Healthcare,24,False
CUST101430,2022-03-20,2023-05-07,Basic,22.17,2,8,0.35,Finance,2,True
CUST101431,2022-04-24,2023-08-08,Pro,79.39,1,5,0.45,Finance,16,True
CUST101432,2022-12-11,2023-06-08,Basic,21.04,5,12,0.4,SaaS,3,True
CUST101433,2022-02-16,2024-04-23,Pro,75.29,2,11,0.41,Education,17,False
CUST101434,2023-08-05,2024-04-30,Basic,24.92,0,5,0.11,Finance,2,True
CUST101435,2023-04-08,2024-04-17,Basic,20.24,3,10,0.13,Education,2,False
CUST101436,2023-01-29,2024-04-12,Basic,16.01,3,10,0.19,Real Estate,1,False
CUST101437,2021-08-08,2024-04-09,Pro,63.87,3,9,0.08,Healthcare,15,False
CUST101438,2022-11-08,2024-04-05,Basic,20.46,1,10,0.21,Finance,2,False
CUST101439,2022-10-15,2024-04-25,Pro,73.31,3,8,0.24,Healthcare,15,False
CUST101440,2021-05-12,2024-04-25,Enterprise,1813.19,2,8,0.54,SaaS,455,False
CUST101441,2022-08-05,2023-03-02,Basic,18.23,1,8,0.27,E-commerce,5,True
CUST101442,2022-08-09,2024-04-28,Pro,51.87,1,13,0.38,SaaS,6,False
CUST101443,2023-04-17,2024-04-11,Basic,18.16,4,12,0.18,Real Estate,4,False
CUST101444,2022-10-08,2024-04-03,Enterprise,1983.53,0,6,0.44,Healthcare,475,False
CUST101445,2023-09-30,2024-04-18,Basic,21.78,2,7,0.26,SaaS,1,False
CUST101446,2021-07-22,2024-04-11,Pro,81.86,3,13,0.09,Healthcare,15,False
CUST101447,2023-09-23,2024-04-09,Pro,67.51,0,4,0.12,SaaS,10,False
CUST101448,2023-02-13,2023-11-16,Enterprise,848.33,3,10,0.17,Real Estate,291,True
CUST101449,2023-04-18,2024-04-15,Pro,63.02,6,15,0.25,Healthcare,12,False
CUST101450,2023-07-06,2024-04-01,Basic,22.96,2,14,0.21,E-commerce,4,False
CUST101451,2023-08-22,2024-02-14,Pro,73.36,3,8,0.39,Finance,15,True
CUST101452,2022-10-13,2023-07-07,Enterprise,1573.04,3,9,0.4,Finance,490,True
CUST101453,2023-09-30,2024-04-16,Pro,61.1,4,9,0.19,Education,11,False
CUST101454,2022-03-20,2024-04-10,Basic,22.64,2,6,0.28,SaaS,3,False
CUST101455,2021-04-08,2024-04-22,Enterprise,1671.34,3,6,0.67,E-commerce,349,False
CUST101456,2023-11-30,2024-04-16,Pro,66.82,1,9,0.47,SaaS,15,False
CUST101457,2023-01-21,2024-04-22,Pro,86.62,0,15,0.05,Real Estate,16,False
CUST101458,2021-04-04,2024-04-09,Basic,14.51,1,10,0.18,E-commerce,1,False
CUST101459,2023-08-12,2024-04-30,Pro,52.51,1,10,0.52,Real Estate,6,False
CUST101460,2021-06-25,2024-04-02,Basic,20.02,1,12,0.3,Finance,5,False
CUST101461,2023-07-23,2024-04-05,Pro,49.42,2,17,0.56,E-commerce,5,False
CUST101462,2022-04-21,2024-04-16,Basic,17.1,1,12,0.4,Finance,4,False
CUST101463,2022-07-18,2024-04-02,Pro,56.41,0,11,0.05,Healthcare,6,False
CUST101464,2022-03-24,2024-04-21,Enterprise,811.83,4,6,0.2,Healthcare,145,False
CUST101465,2023-10-12,2024-04-30,Basic,19.09,3,9,0.18,Finance,3,True
CUST101466,2022-08-08,2023-02-15,Enterprise,1170.15,0,7,0.25,SaaS,258,True
CUST101467,2022-06-13,2022-09-26,Basic,18.25,1,5,0.52,Education,1,True
CUST101468,2021-10-03,2024-04-16,Enterprise,644.66,1,10,0.39,Education,205,False
CUST101469,2021-11-17,2024-04-19,Pro,81.49,1,12,0.1,Real Estate,17,False
CUST101470,2023-12-08,2024-04-30,Pro,69.99,0,16,0.27,Finance,11,True
CUST101471,2024-03-07,2024-04-10,Pro,64.76,0,6,0.3,Healthcare,9,False
CUST101472,2022-10-07,2024-01-14,Enterprise,1172.93,2,10,0.15,Real Estate,280,True
CUST101473,2021-07-31,2024-04-08,Basic,21.99,1,13,0.05,Education,2,False
CUST101474,2023-11-07,2024-04-22,Basic,15.55,3,17,0.37,E-commerce,1,False
CUST101475,2022-03-06,2023-07-16,Pro,81.19,2,8,0.48,E-commerce,15,True
CUST101476,2022-07-14,2024-04-03,Pro,52.73,3,8,0.24,Healthcare,5,False
CUST101477,2023-05-28,2024-04-21,Pro,52.45,2,8,0.16,Finance,7,False
CUST101478,2022-07-24,2023-03-14,Pro,49.6,0,12,0.43,Healthcare,5,True
CUST101479,2022-11-22,2024-04-18,Basic,24.13,0,16,0.25,Real Estate,1,False
CUST101480,2022-03-13,2024-04-03,Pro,64.19,2,12,0.41,Finance,14,False
CUST101481,2022-07-14,2024-04-15,Basic,15.68,1,13,0.04,Education,5,False
CUST101482,2021-04-20,2024-04-27,Pro,73.02,1,7,0.05,Healthcare,19,False
CUST101483,2022-01-04,2024-04-23,Basic,20.08,1,12,0.4,Real Estate,5,False
CUST101484,2023-06-03,2024-04-18,Basic,18.51,3,12,0.22,Healthcare,5,False
CUST101485,2023-10-10,2024-04-12,Basic,17.83,2,4,0.39,Real Estate,5,False
CUST101486,2023-03-06,2024-04-19,Basic,15.12,3,10,0.34,E-commerce,1,False
CUST101487,2023-12-13,2024-04-12,Pro,66.85,4,7,0.56,E-commerce,9,False
CUST101488,2023-04-04,2024-04-21,Basic,21.44,2,9,0.64,E-commerce,1,False
CUST101489,2024-01-07,2024-04-08,Basic,16.01,0,6,0.13,E-commerce,3,False
CUST101490,2024-01-23,2024-04-30,Basic,20.67,3,11,0.3,SaaS,4,True
CUST101491,2023-01-15,2024-04-30,Basic,21.33,3,9,0.16,Healthcare,4,False
CUST101492,2023-02-22,2024-04-04,Basic,22.37,2,8,0.29,Healthcare,3,False
CUST101493,2023-07-02,2024-04-09,Basic,21.4,1,7,0.09,Education,1,False
CUST101494,2023-07-19,2024-04-18,Pro,64.72,3,14,0.25,Finance,11,False
CUST101495,2023-02-24,2024-04-22,Pro,63.08,1,12,0.33,SaaS,9,False
CUST101496,2023-03-05,2024-04-30,Pro,63.94,3,13,0.27,SaaS,14,False
CUST101497,2022-10-08,2024-04-12,Basic,18.61,3,10,0.19,Education,1,False
CUST101498,2021-12-04,2024-04-03,Basic,24.6,0,7,0.41,SaaS,1,False
CUST101499,2023-08-30,2024-04-09,Enterprise,1398.49,1,13,0.04,E-commerce,386,False
CUST101500,2022-05-04,2024-04-06,Pro,52.46,3,16,0.16,Education,7,False
CUST101501,2022-04-29,2024-04-07,Basic,20.3,6,15,0.05,E-commerce,3,False
CUST101502,2023-01-18,2024-04-29,Basic,24.12,0,10,0.28,Real Estate,2,False
CUST101503,2023-07-13,2024-04-01,Basic,23.99,4,8,0.6,Finance,5,False
CUST101504,2021-07-13,2024-04-11,Basic,18.44,1,9,0.2,Finance,4,False
CUST101505,2021-07-24,2024-04-07,Basic,17.68,1,8,0.54,Healthcare,5,False
CUST101506,2022-10-28,2024-04-15,Pro,66.43,3,12,0.52,SaaS,17,False
CUST101507,2021-04-19,2024-04-04,Pro,91.91,1,6,0.29,Education,18,False
CUST101508,2023-05-19,2024-04-02,Pro,58.46,3,12,0.5,E-commerce,10,False
CUST101509,2023-12-10,2024-04-02,Pro,53.04,0,7,0.14,Education,5,False
CUST101510,2023-12-27,2024-04-30,Pro,52.73,0,9,0.44,Finance,6,True
CUST101511,2021-12-10,2024-04-06,Pro,64.78,3,10,0.34,Education,11,False
CUST101512,2022-03-26,2024-04-05,Enterprise,1099.01,4,7,0.59,Education,260,False
CUST101513,2023-06-26,2024-04-23,Basic,22.1,2,13,0.49,Real Estate,3,False
CUST101514,2022-03-11,2024-04-11,Basic,21.99,2,10,0.25,Education,4,False
CUST101515,2022-07-16,2024-04-05,Basic,18.71,1,5,0.08,Education,2,False
CUST101516,2022-01-19,2023-02-13,Pro,65.96,2,10,0.07,SaaS,11,True
CUST101517,2021-05-25,2024-04-23,Enterprise,1234.17,3,6,0.37,Finance,341,False
CUST101518,2023-08-28,2024-04-08,Basic,17.64,2,14,0.38,Real Estate,5,True
CUST101519,2021-12-24,2024-04-11,Enterprise,1309.26,0,17,0.15,E-commerce,427,False
CUST101520,2024-02-17,2024-04-22,Basic,15.87,2,11,0.31,Real Estate,1,False
CUST101521,2022-06-13,2024-04-09,Enterprise,923.3,4,8,0.48,E-commerce,288,False
CUST101522,2023-03-18,2023-09-04,Basic,18.66,2,5,0.41,E-commerce,5,True
CUST101523,2021-04-23,2024-04-10,Basic,16.74,1,9,0.13,SaaS,2,False
CUST101524,2024-02-12,2024-04-27,Basic,16.81,0,13,0.08,SaaS,4,False
CUST101525,2023-04-26,2024-04-02,Basic,20.54,2,13,0.13,Healthcare,3,False
CUST101526,2021-10-17,2024-04-10,Basic,17.41,1,10,0.4,SaaS,5,False
CUST101527,2021-04-20,2024-04-10,Basic,17.21,0,8,0.39,E-commerce,4,False
CUST101528,2022-01-10,2022-03-21,Pro,67.28,1,8,0.1,E-commerce,10,True
CUST101529,2023-10-03,2024-04-30,Pro,65.57,2,6,0.59,SaaS,17,True
CUST101530,2022-10-03,2024-01-27,Basic,18.42,1,12,0.48,E-commerce,4,True
CUST101531,2023-09-22,2024-04-29,Pro,50.91,3,16,0.29,Finance,5,False
CUST101532,2021-09-29,2024-04-12,Pro,61.52,3,9,0.49,Healthcare,10,False
CUST101533,2021-07-06,2024-04-19,Basic,16.91,1,6,0.45,E-commerce,3,False
CUST101534,2023-10-25,2024-04-06,Basic,24.77,0,13,0.23,E-commerce,2,True
CUST101535,2021-10-02,2024-04-28,Basic,22.69,0,7,0.37,Healthcare,1,False
CUST101536,2022-04-26,2024-04-01,Basic,20.08,1,10,0.47,Healthcare,5,False
CUST101537,2022-08-19,2024-04-21,Pro,55.77,3,10,0.09,E-commerce,9,False
CUST101538,2022-03-01,2024-04-20,Basic,20.85,0,10,0.31,Healthcare,3,False
CUST101539,2023-06-17,2024-04-30,Pro,89.67,1,14,0.52,Healthcare,19,True
CUST101540,2024-01-22,2024-04-25,Pro,71.67,5,6,0.57,Healthcare,11,False
CUST101541,2024-01-21,2024-04-24,Basic,18.64,3,8,0.34,Healthcare,3,False
CUST101542,2024-02-16,2024-04-26,Pro,84.62,4,10,0.37,Education,15,False
CUST101543,2023-01-21,2024-04-30,Basic,15.45,5,11,0.6,E-commerce,5,True
CUST101544,2023-12-10,2024-04-02,Enterprise,976.14,2,13,0.3,Education,184,False
CUST101545,2023-02-05,2024-04-19,Basic,15.71,0,7,0.52,Real Estate,2,False
CUST101546,2023-11-23,2024-04-14,Pro,59.54,2,4,0.1,Healthcare,7,False
CUST101547,2023-02-28,2024-04-14,Pro,73.01,1,9,0.36,Healthcare,16,False
CUST101548,2023-03-28,2024-01-31,Basic,20.43,1,18,0.02,Real Estate,2,True
CUST101549,2021-11-14,2024-04-04,Pro,55.22,3,9,0.14,SaaS,8,False
CUST101550,2021-11-07,2024-04-25,Enterprise,567.61,0,6,0.08,Healthcare,98,False
CUST101551,2023-03-28,2024-04-22,Pro,53.55,5,6,0.29,E-commerce,5,False
CUST101552,2024-03-13,2024-04-01,Pro,59.96,3,10,0.24,E-commerce,7,False
CUST101553,2021-08-27,2024-04-04,Enterprise,697.2,1,11,0.31,E-commerce,221,False
CUST101554,2021-04-09,2022-09-14,Basic,17.74,4,12,0.09,Real Estate,2,True
CUST101555,2021-07-06,2024-04-05,Basic,20.79,1,11,0.22,E-commerce,1,False
CUST101556,2021-12-12,2022-11-09,Pro,49.12,1,10,0.14,Real Estate,5,True
CUST101557,2021-08-01,2022-08-12,Basic,23.1,0,16,0.1,E-commerce,1,True
CUST101558,2023-02-03,2023-06-30,Pro,77.09,1,6,0.1,Healthcare,19,True
CUST101559,2022-08-30,2024-04-16,Enterprise,438.67,1,10,0.17,E-commerce,93,False
CUST101560,2022-10-18,2024-04-28,Basic,16.08,2,10,0.19,Education,5,False
CUST101561,2022-11-10,2024-04-26,Basic,21.87,2,9,0.38,Healthcare,4,False
CUST101562,2022-11-08,2024-04-06,Pro,58.11,1,8,0.25,E-commerce,10,False
CUST101563,2023-06-15,2024-04-23,Basic,22.27,3,8,0.62,E-commerce,4,False
CUST101564,2021-04-17,2024-04-03,Pro,66.49,4,12,0.21,Real Estate,10,False
CUST101565,2022-07-27,2024-04-09,Basic,22.32,1,9,0.06,E-commerce,1,False
CUST101566,2023-02-09,2024-04-07,Pro,91.95,1,12,0.23,E-commerce,18,False
CUST101567,2022-12-03,2024-04-09,Basic,18.95,4,12,0.27,SaaS,5,False
CUST101568,2022-09-13,2024-04-18,Pro,77.52,1,5,0.14,Finance,17,False
CUST101569,2022-01-05,2024-04-03,Basic,23.25,1,12,0.26,Finance,1,False
CUST101570,2022-10-31,2024-04-05,Pro,76.1,1,12,0.27,Education,15,False
CUST101571,2023-01-16,2024-04-13,Basic,14.37,4,11,0.14,Education,2,False
CUST101572,2023-11-15,2024-04-19,Pro,70.71,1,13,0.45,Education,11,False
CUST101573,2023-03-30,2024-04-28,Enterprise,632.02,3,15,0.3,Education,118,False
CUST101574,2021-11-11,2023-01-19,Basic,19.32,1,7,0.29,E-commerce,5,True
CUST101575,2022-07-30,2024-04-30,Basic,17.29,1,9,0.45,Finance,1,False
CUST101576,2022-05-02,2024-04-22,Basic,19.22,0,8,0.34,Finance,2,False
CUST101577,2023-04-30,2024-04-13,Pro,64.12,1,7,0.44,Education,16,False
CUST101578,2021-07-22,2021-12-25,Pro,56.39,1,7,0.06,Healthcare,10,True
CUST101579,2023-03-26,2024-04-16,Pro,55.59,1,12,0.42,E-commerce,9,False
CUST101580,2021-11-04,2024-04-19,Basic,16.53,2,11,0.17,Real Estate,2,False
CUST101581,2023-01-15,2024-04-09,Basic,21.95,0,11,0.25,Finance,2,False
CUST101582,2021-09-14,2024-04-07,Pro,76.78,3,9,0.32,Real Estate,15,False
CUST101583,2023-02-01,2023-11-26,Basic,22.12,3,7,0.52,Healthcare,4,True
CUST101584,2023-06-30,2024-04-12,Enterprise,1649.88,4,6,0.23,Finance,422,False
CUST101585,2023-10-04,2024-04-18,Basic,19.08,2,10,0.33,E-commerce,3,False
CUST101586,2023-07-02,2024-04-30,Pro,77.64,2,5,0.69,E-commerce,15,True
CUST101587,2022-05-04,2024-04-27,Basic,22.59,1,23,0.44,SaaS,3,False
CUST101588,2022-02-07,2024-04-09,Basic,19.75,5,12,0.08,Real Estate,5,False
CUST101589,2023-07-19,2024-04-13,Pro,60.25,2,8,0.19,Finance,8,True
CUST101590,2023-08-06,2024-04-15,Pro,57.24,2,11,0.03,Education,7,False
CUST101591,2023-01-11,2024-04-30,Enterprise,1413.65,5,11,0.08,Finance,330,False
CUST101592,2022-09-28,2024-04-11,Basic,19.25,1,4,0.39,E-commerce,5,False
CUST101593,2023-06-16,2024-04-30,Basic,20.46,3,8,0.4,SaaS,5,True
CUST101594,2023-11-19,2024-04-01,Pro,72.66,1,11,0.47,Education,12,False
CUST101595,2023-05-25,2024-04-11,Pro,54.37,2,4,0.1,E-commerce,6,False
CUST101596,2021-12-03,2024-04-23,Basic,22.69,0,7,0.27,Real Estate,2,False
CUST101597,2021-11-22,2024-04-10,Basic,14.61,1,8,0.53,SaaS,1,False
CUST101598,2024-02-11,2024-04-28,Basic,15.84,6,12,0.17,Real Estate,5,False
CUST101599,2023-02-04,2024-04-10,Enterprise,1407.73,2,7,0.12,E-commerce,364,False
CUST101600,2021-11-18,2024-04-04,Basic,22.18,4,10,0.62,Healthcare,5,False
CUST101601,2023-04-14,2024-04-16,Basic,17.24,2,11,0.55,Healthcare,3,False
CUST101602,2023-12-08,2024-04-01,Basic,22.23,2,11,0.08,E-commerce,3,False
CUST101603,2023-10-07,2024-04-08,Basic,14.47,1,4,0.52,Healthcare,1,False
CUST101604,2022-01-08,2024-04-21,Basic,23.73,1,9,0.34,Finance,3,False
CUST101605,2023-06-27,2024-04-30,Pro,58.96,1,12,0.05,Finance,12,True
CUST101606,2021-07-25,2024-04-27,Basic,20.77,5,8,0.27,Real Estate,3,False
CUST101607,2023-12-08,2024-04-26,Pro,68.3,2,10,0.41,Real Estate,11,False
CUST101608,2021-10-03,2024-04-29,Basic,24.53,3,6,0.04,Finance,2,False
CUST101609,2022-03-07,2024-04-29,Pro,54.49,2,14,0.18,Finance,7,False
CUST101610,2023-08-17,2024-04-21,Enterprise,1685.33,1,9,0.28,Real Estate,341,False
CUST101611,2023-04-14,2024-04-15,Pro,66.01,1,8,0.44,Healthcare,16,False
CUST101612,2022-06-24,2024-04-27,Pro,71.45,5,10,0.16,Real Estate,17,False
CUST101613,2022-09-19,2024-04-27,Basic,18.67,1,11,0.13,E-commerce,2,False
CUST101614,2022-03-01,2024-04-23,Basic,21.71,4,15,0.22,Education,2,False
CUST101615,2024-02-20,2024-04-02,Pro,68.32,2,11,0.12,Real Estate,14,False
CUST101616,2023-08-01,2024-04-13,Enterprise,1406.47,2,12,0.06,E-commerce,296,False
CUST101617,2021-12-31,2022-06-17,Pro,66.27,1,11,0.67,Real Estate,9,True
CUST101618,2021-05-22,2022-07-23,Pro,57.4,3,10,0.08,Education,9,True
CUST101619,2021-06-21,2022-10-28,Pro,60.8,1,12,0.39,SaaS,10,True
CUST101620,2022-04-29,2023-06-12,Basic,20.01,3,9,0.15,SaaS,3,True
CUST101621,2023-03-05,2024-04-09,Basic,18.7,3,5,0.24,Finance,2,False
CUST101622,2022-12-26,2024-04-07,Pro,54.69,4,11,0.04,Education,9,False
CUST101623,2022-05-26,2023-12-30,Enterprise,390.4,5,12,0.31,SaaS,107,True
CUST101624,2022-10-19,2024-04-17,Basic,17.83,2,21,0.19,Real Estate,4,False
CUST101625,2023-07-28,2024-04-12,Pro,92.26,2,10,0.38,Healthcare,18,False
CUST101626,2023-08-24,2024-02-28,Basic,23.63,1,16,0.33,Education,5,True
CUST101627,2023-01-31,2024-04-29,Pro,88.91,0,8,0.16,SaaS,19,True
CUST101628,2021-11-12,2024-04-10,Basic,23.08,3,9,0.19,SaaS,1,False
CUST101629,2021-08-29,2024-04-27,Basic,16.52,3,11,0.15,Healthcare,1,False
CUST101630,2023-12-23,2024-04-04,Pro,73.58,4,11,0.35,Finance,12,False
CUST101631,2022-06-14,2024-04-15,Basic,25.48,2,9,0.17,Healthcare,2,False
CUST101632,2021-10-25,2024-04-11,Pro,65.57,2,7,0.13,Education,14,False
CUST101633,2023-07-17,2024-04-17,Pro,69.45,2,9,0.19,Education,14,False
CUST101634,2023-04-08,2024-04-22,Enterprise,1402.72,2,16,0.31,SaaS,330,False
CUST101635,2023-10-04,2024-04-29,Basic,14.33,4,6,0.03,E-commerce,3,False
CUST101636,2023-08-01,2024-04-08,Basic,24.44,0,12,0.33,E-commerce,1,False
CUST101637,2023-06-24,2024-04-19,Basic,22.33,3,15,0.56,Real Estate,1,False
CUST101638,2023-09-03,2024-04-24,Enterprise,2081.82,3,6,0.27,Education,405,False
CUST101639,2023-03-12,2024-04-16,Enterprise,913.55,5,5,0.37,SaaS,177,False
CUST101640,2021-09-01,2024-04-16,Pro,53.89,3,6,0.15,E-commerce,5,False
CUST101641,2022-05-13,2024-04-23,Pro,51.68,1,12,0.36,Finance,5,False
CUST101642,2024-03-21,2024-04-03,Pro,65.74,0,13,0.06,E-commerce,15,False
CUST101643,2023-11-09,2024-04-19,Pro,59.63,2,11,0.04,Real Estate,8,False
CUST101644,2024-03-07,2024-04-27,Basic,18.74,1,9,0.38,Finance,2,False
CUST101645,2022-09-14,2024-04-09,Pro,61.51,2,10,0.43,Healthcare,12,False
CUST101646,2023-11-07,2024-04-19,Basic,19.75,3,8,0.68,Finance,4,False
CUST101647,2022-06-30,2024-04-13,Pro,82.22,1,13,0.06,Healthcare,16,False
CUST101648,2023-01-08,2024-04-02,Pro,76.7,0,7,0.35,Real Estate,15,False
CUST101649,2022-04-16,2024-04-10,Pro,96.39,4,11,0.22,SaaS,19,False
CUST101650,2023-03-04,2024-04-04,Basic,20.49,2,8,0.19,Real Estate,1,True
CUST101651,2023-09-04,2023-12-05,Basic,22.21,3,11,0.28,SaaS,2,True
CUST101652,2023-12-19,2024-04-18,Basic,18.67,1,11,0.2,SaaS,5,False
CUST101653,2023-06-23,2024-04-22,Basic,17.19,1,14,0.29,Finance,4,False
CUST101654,2023-02-12,2024-04-24,Basic,19.48,4,11,0.08,Healthcare,4,False
CUST101655,2023-10-11,2024-04-27,Enterprise,199.03,0,7,0.2,SaaS,22,False
CUST101656,2023-06-05,2024-04-03,Pro,83.72,2,12,0.08,E-commerce,16,False
CUST101657,2023-06-30,2024-04-30,Basic,15.3,1,5,0.13,SaaS,4,True
CUST101658,2021-09-12,2024-04-28,Basic,20.59,2,7,0.46,Finance,4,False
CUST101659,2023-11-01,2024-04-09,Basic,16.12,2,10,0.28,Real Estate,3,False
CUST101660,2022-09-27,2024-04-24,Pro,72.7,4,7,0.22,Real Estate,13,False
CUST101661,2022-11-08,2022-12-29,Pro,65.14,1,8,0.09,Real Estate,12,True
CUST101662,2021-04-29,2021-07-19,Enterprise,1933.98,1,13,0.22,Real Estate,385,True
CUST101663,2021-04-26,2024-04-05,Basic,19.53,0,8,0.42,Real Estate,4,False
CUST101664,2021-09-14,2024-04-20,Enterprise,468.94,2,10,0.49,Healthcare,93,False
CUST101665,2023-10-07,2024-04-23,Enterprise,1017.07,5,12,0.28,Real Estate,257,False
CUST101666,2022-01-06,2024-04-26,Basic,13.27,2,9,0.18,Healthcare,4,False
CUST101667,2023-03-03,2024-04-05,Enterprise,723.45,1,22,0.09,E-commerce,127,False
CUST101668,2022-11-18,2024-04-12,Basic,21.97,5,11,0.2,Real Estate,2,False
CUST101669,2022-12-03,2024-04-24,Pro,58.4,4,5,0.11,Education,7,False
CUST101670,2023-04-13,2024-04-28,Basic,21.56,1,16,0.42,Healthcare,5,False
CUST101671,2022-04-12,2024-04-04,Enterprise,1104.48,5,19,0.43,Real Estate,253,False
CUST101672,2023-08-22,2024-04-06,Enterprise,1277.25,3,3,0.3,Finance,458,False
CUST101673,2022-04-09,2024-04-13,Pro,63.82,2,12,0.25,Finance,9,False
CUST101674,2023-11-08,2024-04-24,Pro,52.1,1,11,0.28,Education,5,False
CUST101675,2021-09-16,2022-05-25,Basic,23.53,1,10,0.18,Education,1,True
CUST101676,2021-11-30,2024-04-04,Basic,19.81,4,9,0.3,Real Estate,4,False
CUST101677,2021-12-24,2022-09-18,Basic,22.43,1,14,0.33,E-commerce,4,True
CUST101678,2023-01-30,2024-04-20,Basic,20.31,3,11,0.25,SaaS,3,False
CUST101679,2022-03-11,2022-09-08,Pro,86.3,2,14,0.12,Healthcare,17,True
CUST101680,2023-09-27,2024-04-05,Basic,15.64,3,13,0.04,Education,1,False
CUST101681,2022-11-21,2022-12-23,Enterprise,748.46,4,10,0.07,Education,140,True
CUST101682,2022-10-29,2024-04-22,Pro,79.82,4,14,0.17,Finance,16,False
CUST101683,2023-10-24,2024-04-19,Pro,58.63,1,7,0.17,Education,8,True
CUST101684,2022-05-22,2022-11-01,Basic,23.05,2,8,0.28,Healthcare,3,True
CUST101685,2022-09-20,2024-04-25,Enterprise,381.37,0,8,0.1,SaaS,75,True
CUST101686,2022-07-12,2023-04-24,Enterprise,1528.09,2,12,0.12,SaaS,471,True
CUST101687,2021-12-16,2022-07-12,Basic,17.01,2,8,0.46,Finance,4,True
CUST101688,2023-12-29,2024-04-30,Pro,68.34,0,17,0.09,Healthcare,10,True
CUST101689,2022-11-05,2022-12-31,Pro,58.2,1,4,0.46,SaaS,11,True
CUST101690,2023-06-27,2024-04-26,Basic,20.41,1,6,0.29,SaaS,3,False
CUST101691,2021-08-18,2021-10-02,Pro,70.03,2,11,0.42,Healthcare,16,True
CUST101692,2023-11-13,2024-04-19,Basic,21.81,0,6,0.22,Real Estate,4,False
CUST101693,2022-07-04,2024-04-05,Basic,22.94,4,10,0.4,Education,4,False
CUST101694,2022-11-18,2024-04-05,Basic,23.33,3,10,0.22,Real Estate,5,False
CUST101695,2021-08-19,2022-05-19,Basic,18.89,2,8,0.72,Healthcare,1,True
CUST101696,2021-08-07,2024-04-12,Basic,15.97,0,9,0.18,SaaS,2,False
CUST101697,2022-09-29,2023-09-25,Basic,22.28,3,11,0.31,Education,1,True
CUST101698,2022-05-22,2024-04-30,Enterprise,1226.82,1,12,0.23,Real Estate,259,False
CUST101699,2024-01-20,2024-04-25,Pro,58.0,3,11,0.29,Real Estate,9,False
CUST101700,2023-04-23,2024-04-22,Enterprise,1030.57,2,8,0.31,Real Estate,205,False
CUST101701,2022-04-23,2024-04-29,Basic,17.91,3,9,0.5,Healthcare,1,False
CUST101702,2022-05-14,2024-04-26,Basic,23.08,1,14,0.26,SaaS,3,False
CUST101703,2023-11-08,2024-04-07,Pro,58.21,2,7,0.59,SaaS,11,False
CUST101704,2023-08-28,2024-04-17,Basic,18.6,5,8,0.25,Healthcare,5,False
CUST101705,2023-07-20,2024-04-14,Basic,23.32,3,9,0.39,SaaS,3,False
CUST101706,2023-05-18,2024-04-27,Pro,53.92,2,11,0.19,Real Estate,7,False
CUST101707,2021-05-24,2021-08-27,Basic,18.58,0,13,0.48,Finance,1,True
CUST101708,2023-11-07,2024-04-30,Pro,71.35,2,14,0.3,E-commerce,11,True
CUST101709,2021-05-21,2022-09-22,Pro,70.38,3,7,0.42,Healthcare,18,True
CUST101710,2022-07-17,2024-04-06,Basic,14.98,2,10,0.22,Finance,2,False
CUST101711,2024-01-01,2024-04-30,Basic,20.21,2,12,0.3,SaaS,4,True
CUST101712,2022-12-03,2024-04-14,Pro,60.4,2,7,0.33,Real Estate,8,False
CUST101713,2022-10-09,2024-04-12,Basic,18.42,2,11,0.48,E-commerce,5,False
CUST101714,2023-06-22,2024-04-27,Basic,13.74,2,12,0.22,Real Estate,3,False
CUST101715,2022-06-14,2024-04-16,Enterprise,345.06,0,8,0.62,Finance,72,False
CUST101716,2023-02-08,2024-04-14,Basic,21.1,3,9,0.19,Finance,1,False
CUST101717,2022-02-27,2024-04-23,Pro,72.76,2,14,0.07,Finance,19,False
CUST101718,2023-07-01,2024-04-11,Enterprise,290.2,8,13,0.68,Healthcare,58,False
CUST101719,2022-12-14,2024-04-29,Basic,19.98,0,11,0.28,Real Estate,3,False
